+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99        100        101        102        103        104        105        106        107        108        109        110        111        112        113        114        115        116        117        118        119        120        121        122        123        124        125        126        127        128        129        130        131        132        133        134        135        136        137        138        139        140        141        142        143        144        145        146        147        148        149        150        151

ADD: [(126,9,5.831)]

DROP: [(47,126,11.18), (46,9,6.403)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 55653 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1157.643

Lista tabu: [((65,124,20.025),10), ((20,108,3.606),10), ((124,108,6.083),8), ((120,45,2.236),2), ((45,39,10.817),2), ((17,62,4.472),2), ((62,86,4.472),2), ((45,17,6.083),1), ((47,126,11.18),12), ((46,9,6.403),12), ((126,9,5.831),10), ((100,97,2.236),4), ((97,95,4.0),4), ((60,1,17.804),4), ((60,97,3.162),3), ((88,98,4.243),5), ((98,96,3.0),5), ((60,1,17.804),5), ((60,98,5.0),4), ((1,29,6.325),6), ((112,28,7.071),6), ((29,28,6.708),5), ((52,121,8.0),7), ((10,104,5.0),7), ((52,10,6.325),6), ((2,70,4.472),8), ((133,1,11.402),8), ((133,2,4.243),7), ((69,151,2.0),9), ((151,81,0.0),9), ((117,78,2.236),9), ((151,117,5.657),8), ((119,105,7.616),10), ((105,100,0.0),10), ((1,93,18.385),10), ((93,105,4.472),9), ((69,151,2.0),11), ((81,34,15.297),11), ((69,81,2.0),10), ((106,27,5.0),12), ((29,139,4.472),12), ((106,139,7.071),11), ((5,73,8.944),13), ((75,74,4.472),13), ((73,74,3.162),12)]

ADD: [(104,72,6.403)]

DROP: [(104,67,9.487), (72,137,6.083), (66,72,10.296)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 55718 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1156.558

Lista tabu: [((142,17,3.0),1), ((120,45,2.236),1), ((1,93,18.385),2), ((93,38,2.828),2), ((88,98,4.243),2), ((98,96,3.0),2), ((38,98,5.099),1), ((119,105,7.616),3), ((100,97,2.236),3), ((98,96,3.0),3), ((98,105,7.071),2), ((97,95,4.0),4), ((95,7,3.162),4), ((96,118,2.236),4), ((95,96,3.162),3), ((97,95,4.0),5), ((98,96,3.0),5), ((96,97,4.243),4), ((98,96,3.0),6), ((105,100,0.0),6), ((98,100,7.071),5), ((63,11,6.325),7), ((109,12,11.402),7), ((91,33,4.472),7), ((11,91,7.071),6), ((119,105,7.616),8), ((100,97,2.236),8), ((97,105,2.236),7), ((94,60,3.0),9), ((99,101,3.162),9), ((38,99,1.414),9), ((99,60,3.606),8), ((93,38,2.828),10), ((94,60,3.0),10), ((93,94,4.472),9), ((119,105,7.616),11), ((105,100,0.0),11), ((86,94,2.828),11), ((86,105,5.657),10), ((42,23,4.243),12), ((23,134,1.0),12), ((75,74,4.472),12), ((23,75,3.162),11), ((81,34,15.297),13), ((34,82,2.828),13), ((78,103,7.211),13), ((103,34,5.0),12)]

ADD: [(53,128,5.831)]

DROP: [(1,53,11.314), (128,89,5.657), (8,128,10.198)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 55735 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1152.893

Lista tabu: [((1,53,11.314),6), ((128,89,5.657),6), ((8,128,10.198),6), ((53,128,5.831),4), ((99,101,3.162),1), ((94,60,3.0),1), ((119,105,7.616),2), ((100,97,2.236),2), ((98,96,3.0),2), ((98,105,7.071),1), ((106,27,5.0),3), ((29,139,4.472),3), ((106,139,7.071),2), ((105,100,0.0),4), ((97,95,4.0),4), ((95,100,6.083),3), ((52,121,8.0),5), ((10,104,5.0),5), ((52,10,6.325),4), ((13,77,7.071),6), ((117,78,2.236),6), ((78,77,4.123),5), ((27,150,3.606),7), ((110,13,2.828),7), ((13,27,7.071),6), ((94,60,3.0),8), ((60,1,17.804),8), ((98,96,3.0),8), ((96,118,2.236),8), ((94,96,7.0),7), ((36,136,2.236),9), ((72,67,9.434),9), ((104,72,6.403),9), ((72,136,7.071),8), ((101,92,3.162),10), ((38,99,1.414),10), ((93,38,2.828),10), ((92,38,5.099),9), ((101,92,3.162),11), ((86,94,2.828),11), ((62,86,4.472),11), ((101,86,4.472),10), ((63,11,6.325),12), ((109,12,11.402),12), ((91,33,4.472),12), ((11,91,7.071),11), ((69,151,2.0),13), ((151,81,0.0),13), ((77,117,3.162),13), ((117,78,2.236),13), ((69,117,4.472),12)]

ADD: [(128,32,4.123)]

DROP: [(89,32,5.0), (128,53,5.831), (1,128,13.928)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 55750 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1151.485

Lista tabu: [((89,32,5.0),8), ((128,53,5.831),8), ((1,128,13.928),8), ((128,32,4.123),6), ((101,92,3.162),1), ((86,94,2.828),1), ((142,17,3.0),2), ((17,62,4.472),2), ((85,6,4.123),2), ((6,1,20.616),2), ((62,6,6.708),1), ((1,106,7.071),3), ((41,54,6.708),3), ((106,54,3.162),2), ((112,28,7.071),4), ((29,139,4.472),4), ((1,29,6.325),4), ((29,112,4.123),3), ((17,62,4.472),5), ((86,94,2.828),5), ((17,86,6.325),4), ((151,81,0.0),6), ((81,34,15.297),6), ((117,78,2.236),6), ((117,81,5.657),5), ((97,95,4.0),7), ((96,118,2.236),7), ((97,118,6.403),6), ((5,73,8.944),8), ((74,22,3.162),8), ((22,73,4.472),7), ((2,70,4.472),9), ((133,1,11.402),9), ((133,2,4.243),8), ((84,61,4.243),10), ((61,119,1.0),10), ((85,6,4.123),10), ((61,85,6.708),9), ((99,101,3.162),11), ((86,94,2.828),11), ((101,94,6.0),10), ((94,60,3.0),12), ((60,1,17.804),12), ((98,96,3.0),12), ((60,96,4.0),11), ((85,6,4.123),13), ((6,1,20.616),13), ((119,105,7.616),13), ((105,100,0.0),13), ((6,100,6.403),12)]

ADD: [(107,89,7.071)]

DROP: [(49,107,9.434), (8,89,6.325)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 55925 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1146.439

Lista tabu: [((138,3,5.831),1), ((145,88,3.606),1), ((120,45,2.236),2), ((142,17,3.0),2), ((17,120,7.616),1), ((63,11,6.325),3), ((109,12,11.402),3), ((21,31,7.071),3), ((109,31,9.22),2), ((42,23,4.243),4), ((76,57,4.123),4), ((57,23,8.246),3), ((102,32,6.0),5), ((70,2,4.472),5), ((133,70,1.414),5), ((32,70,7.81),4), ((143,15,6.0),6), ((43,16,9.22),6), ((1,43,25.495),6), ((43,15,9.22),5), ((17,62,4.472),7), ((62,86,4.472),7), ((119,105,7.616),7), ((62,105,8.246),6), ((119,105,7.616),8), ((100,97,2.236),8), ((96,118,2.236),8), ((100,118,7.616),7), ((116,146,6.708),9), ((146,42,4.243),9), ((75,74,4.472),9), ((75,146,7.616),8), ((69,151,2.0),10), ((151,81,0.0),10), ((13,77,7.071),10), ((151,77,8.602),9), ((88,98,4.243),11), ((97,95,4.0),11), ((95,88,9.22),10), ((29,139,4.472),12), ((13,77,7.071),12), ((13,29,9.22),11), ((52,121,8.0),13), ((10,104,5.0),13), ((36,136,2.236),13), ((10,136,7.616),12)]

ADD: [(40,26,9.434)]

DROP: [(40,56,11.402), (26,1,33.541)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 55954 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1142.665

Lista tabu: [((88,98,4.243),1), ((98,96,3.0),1), ((86,94,2.828),1), ((77,117,3.162),2), ((117,78,2.236),2), ((130,4,4.243),2), ((4,1,22.361),2), ((117,130,9.22),1), ((138,3,5.831),3), ((145,88,3.606),3), ((88,3,7.071),2), ((90,84,12.166),4), ((119,105,7.616),4), ((119,90,9.22),3), ((134,76,3.162),5), ((76,57,4.123),5), ((75,74,4.472),5), ((74,76,7.81),4), ((51,112,7.81),6), ((77,117,3.162),6), ((13,77,7.071),6), ((77,112,7.071),5), ((119,105,7.616),7), ((105,100,0.0),7), ((94,60,3.0),7), ((94,105,2.828),6), ((135,131,6.708),8), ((131,55,2.236),8), ((150,111,7.616),8), ((111,131,9.22),7), ((47,125,7.211),9), ((9,126,5.831),9), ((1,9,26.249),9), ((9,125,9.22),8), ((94,60,3.0),10), ((60,1,17.804),10), ((100,97,2.236),10), ((97,95,4.0),10), ((94,97,5.0),9), ((115,19,8.246),11), ((19,53,7.616),11), ((90,84,12.166),11), ((19,90,7.81),10), ((105,100,0.0),12), ((100,97,2.236),12), ((99,101,3.162),12), ((101,100,8.246),11), ((79,130,5.0),13), ((4,1,22.361),13), ((4,79,9.22),12)]

ADD: [(20,108,3.606)]

DROP: [(20,124,3.162), (108,1,33.287)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56054 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1137.385

Lista tabu: [((3,58,5.831),1), ((145,88,3.606),1), ((69,151,2.0),2), ((81,34,15.297),2), ((135,131,6.708),2), ((151,135,6.403),1), ((133,70,1.414),3), ((2,102,5.0),3), ((102,70,5.0),2), ((96,118,2.236),4), ((118,14,3.606),4), ((60,1,17.804),4), ((60,118,6.083),3), ((130,4,4.243),5), ((4,1,22.361),5), ((81,34,15.297),5), ((34,82,2.828),5), ((130,34,6.403),4), ((1,116,19.026),6), ((116,146,6.708),6), ((58,145,3.606),6), ((116,145,6.083),5), ((26,56,3.606),7), ((56,1,30.463),7), ((135,131,6.708),7), ((56,131,6.403),6), ((1,43,25.495),8), ((43,16,9.22),8), ((99,101,3.162),8), ((101,43,8.485),7), ((77,117,3.162),9), ((78,103,7.211),9), ((13,77,7.071),9), ((117,13,6.325),8), ((92,142,5.385),10), ((17,62,4.472),10), ((62,142,7.28),9), ((38,99,1.414),11), ((99,101,3.162),11), ((100,97,2.236),11), ((99,100,5.099),10), ((18,85,6.083),12), ((85,6,4.123),12), ((62,86,4.472),12), ((85,62,7.071),11), ((93,38,2.828),13), ((86,94,2.828),13), ((93,86,6.0),12)]

ADD: [(81,55,8.062)]

DROP: [(81,34,15.297), (55,1,22.804)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56074 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1132.854

Lista tabu: [((81,34,15.297),3), ((55,1,22.804),3), ((81,55,8.062),1), ((55,131,2.236),1), ((131,135,6.708),1), ((139,110,7.28),1), ((110,13,2.828),1), ((13,77,7.071),2), ((117,78,2.236),2), ((78,77,4.123),1), ((63,11,6.325),3), ((109,12,11.402),3), ((64,91,4.472),3), ((109,91,5.0),2), ((30,122,2.0),4), ((122,80,7.81),4), ((78,103,7.211),4), ((78,122,9.055),3), ((38,99,1.414),5), ((86,94,2.828),5), ((38,86,4.472),4), ((38,99,1.414),6), ((101,92,3.162),6), ((92,99,4.472),5), ((43,16,9.22),7), ((44,143,7.28),7), ((58,145,3.606),7), ((16,58,7.28),6), ((98,96,3.0),8), ((118,14,3.606),8), ((14,96,5.099),7), ((3,58,5.831),9), ((145,88,3.606),9), ((88,58,7.211),8), ((69,151,2.0),10), ((81,55,8.062),10), ((69,81,2.0),9), ((5,73,8.944),11), ((76,57,4.123),11), ((5,57,8.246),10), ((1,116,19.026),12), ((116,146,6.708),12), ((138,3,5.831),12), ((3,58,5.831),12), ((116,138,7.211),11), ((18,85,6.083),13), ((85,6,4.123),13), ((119,105,7.616),13), ((105,100,0.0),13), ((6,105,6.403),12)]

ADD: [(140,26,7.81)]

DROP: [(68,140,12.806), (40,26,9.434)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56342 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


La solución anterior duró 4min 12seg    -------> Nuevo optimo local. Costo: 1087.409       ==> Optimo: 1053.0  Desvio: 3.3000000000000003%

Lista tabu: [((17,142,3.0),1), ((45,120,2.236),1), ((39,45,10.817),1), ((93,99,3.162),2), ((99,92,4.472),2), ((118,96,2.236),2), ((99,96,6.708),1), ((109,127,7.211),3), ((91,33,4.472),3), ((127,33,8.062),2), ((137,36,4.0),4), ((136,35,8.544),4), ((136,137,6.083),3), ((62,114,7.071),5), ((85,6,4.123),5), ((85,62,7.071),4), ((92,17,5.099),6), ((17,142,3.0),6), ((62,114,7.071),6), ((17,62,4.472),5), ((137,36,4.0),7), ((72,66,10.296),7), ((67,72,9.434),7), ((72,36,6.708),6), ((1,93,18.385),8), ((93,99,3.162),8), ((96,95,3.162),8), ((93,95,6.403),7), ((57,76,4.123),9), ((76,74,7.81),9), ((73,75,3.162),9), ((75,134,3.0),9), ((57,75,7.071),8), ((117,78,2.236),10), ((78,69,5.0),10), ((103,51,2.828),10), ((51,2,6.325),10), ((78,103,7.211),9), ((94,60,3.0),11), ((60,1,17.804),11), ((96,95,3.162),11), ((95,7,3.162),11), ((94,95,8.544),10), ((95,7,3.162),12), ((148,113,6.0),12), ((95,148,5.099),11), ((95,7,3.162),13), ((7,148,2.0),13), ((119,90,9.22),13), ((90,7,5.099),12)]

ADD: [(111,5,4.123)]

DROP: [(150,111,7.616), (111,73,6.403), (1,5,25.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56409 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


La solución anterior duró 0min 0seg    -------> Nuevo optimo local. Costo: 1086.89       ==> Optimo: 1053.0  Desvio: 3.2%

Lista tabu: [((1,93,18.385),1), ((93,99,3.162),1), ((105,62,8.246),1), ((95,7,3.162),2), ((7,148,2.0),2), ((97,100,2.236),2), ((7,100,6.403),1), ((1,128,13.928),3), ((128,89,5.657),3), ((32,11,8.062),3), ((11,109,2.236),3), ((128,32,4.123),2), ((1,93,18.385),4), ((93,99,3.162),4), ((96,95,3.162),4), ((93,95,6.403),3), ((125,124,9.434),5), ((49,83,5.385),5), ((49,125,5.0),4), ((92,17,5.099),6), ((17,142,3.0),6), ((62,114,7.071),6), ((17,62,4.472),5), ((48,8,13.416),7), ((8,1,21.213),7), ((49,83,5.385),7), ((83,8,5.831),6), ((14,118,3.606),8), ((88,98,4.243),8), ((14,98,6.403),7), ((1,97,15.264),9), ((97,100,2.236),9), ((60,1,17.804),9), ((60,97,3.162),8), ((1,93,18.385),10), ((93,99,3.162),10), ((101,86,4.472),10), ((93,86,6.0),9), ((99,92,4.472),11), ((92,17,5.099),11), ((38,101,2.828),11), ((92,38,5.099),10), ((99,92,4.472),12), ((97,100,2.236),12), ((99,100,5.099),11), ((99,92,4.472),13), ((92,17,5.099),13), ((101,86,4.472),13), ((92,86,3.162),12)]

ADD: [(6,119,3.606)]

DROP: [(6,84,7.071), (119,90,9.22)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56426 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


La solución anterior duró 0min 0seg    -------> Nuevo optimo local. Costo: 1086.575       ==> Optimo: 1053.0  Desvio: 3.2%

Lista tabu: [((6,84,7.071),6), ((119,90,9.22),6), ((6,119,3.606),4), ((17,142,3.0),1), ((45,120,2.236),1), ((39,45,10.817),1), ((60,1,17.804),2), ((98,38,5.099),2), ((88,98,4.243),2), ((98,60,5.0),1), ((146,58,7.28),3), ((145,116,6.083),3), ((58,116,5.657),2), ((138,88,5.657),4), ((14,118,3.606),4), ((138,118,5.099),3), ((92,17,5.099),5), ((142,87,6.083),5), ((142,92,5.385),4), ((85,6,4.123),6), ((119,61,1.0),6), ((85,119,6.325),5), ((99,92,4.472),7), ((92,17,5.099),7), ((38,101,2.828),7), ((92,38,5.099),6), ((1,93,18.385),8), ((93,99,3.162),8), ((38,101,2.828),8), ((101,93,5.657),7), ((98,38,5.099),9), ((101,86,4.472),9), ((105,62,8.246),9), ((38,105,6.0),8), ((97,100,2.236),10), ((105,62,8.246),10), ((97,105,2.236),9), ((1,19,15.811),11), ((19,115,8.246),11), ((61,84,4.243),11), ((84,90,12.166),11), ((19,61,6.708),10), ((98,38,5.099),12), ((38,101,2.828),12), ((93,99,3.162),12), ((99,92,4.472),12), ((98,99,6.0),11), ((94,60,3.0),13), ((60,1,17.804),13), ((96,95,3.162),13), ((60,95,5.831),12)]

ADD: [(22,73,4.472)]

DROP: [(74,22,3.162), (22,41,7.071), (150,73,12.042)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56488 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


La solución anterior duró 0min 0seg    -------> Nuevo optimo local. Costo: 1085.907       ==> Optimo: 1053.0  Desvio: 3.1%

Lista tabu: [((19,115,8.246),1), ((115,9,2.236),1), ((84,90,12.166),1), ((92,17,5.099),2), ((142,87,6.083),2), ((142,92,5.385),1), ((98,38,5.099),3), ((38,101,2.828),3), ((93,99,3.162),3), ((99,92,4.472),3), ((98,99,6.0),2), ((6,119,3.606),4), ((61,84,4.243),4), ((6,61,4.472),3), ((14,118,3.606),5), ((118,96,2.236),5), ((60,1,17.804),5), ((60,118,6.083),4), ((96,95,3.162),6), ((98,38,5.099),6), ((38,96,6.403),5), ((93,99,3.162),7), ((99,92,4.472),7), ((86,94,2.828),7), ((99,94,3.162),6), ((77,117,3.162),8), ((78,69,5.0),8), ((78,77,4.123),7), ((93,99,3.162),9), ((99,92,4.472),9), ((38,101,2.828),9), ((101,99,3.162),8), ((52,121,8.0),10), ((10,104,5.0),10), ((52,10,6.325),9), ((138,88,5.657),11), ((14,118,3.606),11), ((138,118,5.099),10), ((1,128,13.928),12), ((128,89,5.657),12), ((32,11,8.062),12), ((11,109,2.236),12), ((128,32,4.123),11), ((130,80,1.0),13), ((34,103,5.0),13), ((130,34,6.403),12)]

ADD: [(148,97,5.831)]

DROP: [(7,148,2.0), (148,113,6.0), (1,97,15.264)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56522 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


La solución anterior duró 0min 0seg    -------> Nuevo optimo local. Costo: 1083.903       ==> Optimo: 1053.0  Desvio: 2.9000000000000004%

Lista tabu: [((93,99,3.162),1), ((99,92,4.472),1), ((38,101,2.828),1), ((101,86,4.472),2), ((94,60,3.0),2), ((94,101,6.0),1), ((1,93,18.385),3), ((93,99,3.162),3), ((101,86,4.472),3), ((93,86,6.0),2), ((138,88,5.657),4), ((14,118,3.606),4), ((138,118,5.099),3), ((110,139,7.28),5), ((139,1,10.0),5), ((27,150,3.606),5), ((150,22,8.544),5), ((110,150,6.403),4), ((1,148,10.44),6), ((84,90,12.166),6), ((90,148,3.162),5), ((52,121,8.0),7), ((10,104,5.0),7), ((52,10,6.325),6), ((97,100,2.236),8), ((105,62,8.246),8), ((6,119,3.606),8), ((100,6,6.403),7), ((146,58,7.28),9), ((116,3,1.414),9), ((3,58,5.831),8), ((109,127,7.211),10), ((91,33,4.472),10), ((64,91,4.472),10), ((109,91,5.0),9), ((98,38,5.099),11), ((101,86,4.472),11), ((38,86,4.472),10), ((29,13,9.22),12), ((13,151,6.325),12), ((1,112,9.22),12), ((112,77,7.071),12), ((29,112,4.123),11), ((1,59,9.055),13), ((59,138,5.657),13), ((41,54,6.708),13), ((41,59,4.123),12)]

ADD: [(148,7,2.0)]

DROP: [(95,7,3.162), (7,113,6.325), (148,97,5.831)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56674 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


La solución anterior duró 0min 0seg    -------> Nuevo optimo local. Costo: 1082.874       ==> Optimo: 1053.0  Desvio: 2.8000000000000003%

Lista tabu: [((1,19,15.811),1), ((19,115,8.246),1), ((61,84,4.243),1), ((84,90,12.166),1), ((116,3,1.414),2), ((3,1,18.0),2), ((59,138,5.657),2), ((138,88,5.657),2), ((116,138,7.211),1), ((70,28,7.28),3), ((28,1,5.0),3), ((83,107,6.0),3), ((107,53,7.211),3), ((28,53,8.544),2), ((69,135,7.81),4), ((55,110,6.403),4), ((135,110,9.0),3), ((42,146,4.243),5), ((75,134,3.0),5), ((73,75,3.162),5), ((75,146,7.616),4), ((63,20,9.22),6), ((12,65,13.0),6), ((12,63,8.062),5), ((1,111,21.26),7), ((111,5,4.123),7), ((22,73,4.472),7), ((73,75,3.162),7), ((5,73,8.944),6), ((150,22,8.544),8), ((22,73,4.472),8), ((74,41,8.944),8), ((41,54,6.708),8), ((150,41,8.544),7), ((125,124,9.434),9), ((124,49,5.831),9), ((149,63,3.162),9), ((63,20,9.22),9), ((124,149,9.22),8), ((49,83,5.385),10), ((9,126,5.831),10), ((115,9,2.236),10), ((9,49,9.487),9), ((97,100,2.236),11), ((105,62,8.246),11), ((101,86,4.472),11), ((101,100,8.246),10), ((73,75,3.162),12), ((75,134,3.0),12), ((1,111,21.26),12), ((75,111,9.434),11), ((76,74,7.81),13), ((74,41,8.944),13), ((73,75,3.162),13), ((75,134,3.0),13), ((74,134,7.28),12)]

ADD: [(150,111,7.616)]

DROP: [(27,150,3.606), (150,22,8.544), (1,111,21.26)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56783 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


La solución anterior duró 0min 0seg    -------> Nuevo optimo local. Costo: 1081.614       ==> Optimo: 1053.0  Desvio: 2.7%

Lista tabu: [((1,32,17.464),1), ((71,102,4.0),1), ((105,62,8.246),2), ((62,114,7.071),2), ((86,94,2.828),2), ((62,94,6.0),1), ((14,118,3.606),3), ((88,98,4.243),3), ((14,98,6.403),2), ((1,93,18.385),4), ((93,99,3.162),4), ((97,100,2.236),4), ((93,97,5.0),3), ((59,138,5.657),5), ((1,106,7.071),5), ((59,106,5.657),4), ((81,122,7.81),6), ((30,130,8.485),6), ((81,30,9.434),5), ((7,97,4.243),7), ((119,61,1.0),7), ((61,97,8.602),6), ((148,7,2.0),8), ((105,62,8.246),8), ((105,148,7.81),7), ((103,51,2.828),9), ((51,2,6.325),9), ((112,77,7.071),9), ((77,117,3.162),9), ((51,117,7.81),8), ((148,7,2.0),10), ((7,97,4.243),10), ((1,93,18.385),10), ((7,93,8.544),9), ((93,99,3.162),11), ((99,92,4.472),11), ((97,100,2.236),11), ((100,105,0.0),11), ((99,97,6.708),10), ((137,36,4.0),12), ((72,66,10.296),12), ((67,72,9.434),12), ((36,72,6.708),11), ((14,118,3.606),13), ((118,96,2.236),13), ((1,93,18.385),13), ((93,99,3.162),13), ((14,93,8.544),12)]

ADD: [(3,59,9.055)]

DROP: [(1,59,9.055), (59,138,5.657), (3,1,18.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56811 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


La solución anterior duró 0min 0seg    -------> Nuevo optimo local. Costo: 1081.45       ==> Optimo: 1053.0  Desvio: 2.7%

Lista tabu: [((109,127,7.211),1), ((64,91,4.472),1), ((19,115,8.246),2), ((9,126,5.831),2), ((115,126,6.403),1), ((73,75,3.162),3), ((75,134,3.0),3), ((150,111,7.616),3), ((111,5,4.123),3), ((73,111,6.403),2), ((119,61,1.0),4), ((84,90,12.166),4), ((119,84,5.0),3), ((75,134,3.0),5), ((23,42,4.243),5), ((42,134,5.0),4), ((7,97,4.243),6), ((97,100,2.236),6), ((60,1,17.804),6), ((60,97,3.162),5), ((93,99,3.162),7), ((99,92,4.472),7), ((38,101,2.828),7), ((38,99,1.414),6), ((99,92,4.472),8), ((92,17,5.099),8), ((105,62,8.246),8), ((62,92,5.831),7), ((80,82,6.325),9), ((34,103,5.0),9), ((34,80,5.657),8), ((145,116,6.083),10), ((3,59,9.055),10), ((146,58,7.28),10), ((3,58,5.831),9), ((48,8,13.416),11), ((8,1,21.213),11), ((47,125,7.211),11), ((125,124,9.434),11), ((48,125,4.0),10), ((148,7,2.0),12), ((7,97,4.243),12), ((96,95,3.162),12), ((7,96,6.0),11), ((1,32,17.464),13), ((71,102,4.0),13), ((32,102,6.0),12)]

ADD: [(60,95,5.831)]

DROP: [(96,95,3.162), (95,113,7.071), (60,1,17.804)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56907 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


La solución anterior duró 0min 0seg    -------> Nuevo optimo local. Costo: 1081.401       ==> Optimo: 1053.0  Desvio: 2.7%

